,FC_EMBIG,FC_EMBIG_DZ,FC_EMBIG_AO,FC_EMBIG_AR,FC_EMBIG_AM,FC_EMBIG_AZ,FC_EMBIG_BH,FC_EMBIG_BB_CTRY,FC_EMBIG_BY,FC_EMBIG_BZ,FC_EMBIG_BJ,FC_EMBIG_BO,FC_EMBIG_BR,FC_EMBIG_BG,FC_EMBIG_CM,FC_EMBIG_CL,FC_EMBIG_CN,FC_EMBIG_CO,FC_EMBIG_CR,FC_EMBIG_CI,FC_EMBIG_HR,FC_EMBIG_DO,FC_EMBIG_EC,FC_EMBIG_EG,FC_EMBIG_SV,FC_EMBIG_ET,FC_EMBIG_GA,FC_EMBIG_GE,FC_EMBIG_GH,FC_EMBIG_GR,FC_EMBIG_GT,FC_EMBIG_HN,FC_EMBIG_HU,FC_EMBIG_IN,FC_EMBIG_ID,FC_EMBIG_IQ,FC_EMBIG_JM,FC_EMBIG_JO,FC_EMBIG_KZ,FC_EMBIG_KE,FC_EMBIG_KW,FC_EMBIG_LV,FC_EMBIG_LB,FC_EMBIG_LT,FC_EMBIG_MY,FC_EMBIG_MV,FC_EMBIG_MX,FC_EMBIG_MN,FC_EMBIG_ME,FC_EMBIG_MA,FC_EMBIG_MZ,FC_EMBIG_NA,FC_EMBIG_NG,FC_EMBIG_OM,FC_EMBIG_PK,FC_EMBIG_PA,FC_EMBIG_PG,FC_EMBIG_PY,FC_EMBIG_PE,FC_EMBIG_PH,FC_EMBIG_PL,FC_EMBIG_QA,FC_EMBIG_RO,FC_EMBIG_RU,FC_EMBIG_RW,FC_EMBIG_SA,FC_EMBIG_SN,FC_EMBIG_CS,FC_EMBIG_SK,FC_EMBIG_ZA,FC_EMBIG_KR,FC_EMBIG_LK,FC_EMBIG_SR,FC_EMBIG_TJ,FC_EMBIG_TZ,FC_EMBIG_TH,FC_EMBIG_TT,FC_EMBIG_TN,FC_EMBIG_TR,FC_EMBIG_AE,FC_EMBIG_UA,FC_EMBIG_UY,FC_EMBIG_UZ,FC_EMBIG_VE,FC_EMBIG_VN,FC_EMBIG_ZM
31-Oct-97,100,0,0,12.84974225,0,0,0,0,0,0,0,0,11.20508369,3.036600585,0,0,1.73761355,0.726223954,0,0,1.258053502,0,3.54613001,0,0,0,0,0,0,0.561048798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.699157975,0,12.65832397,0,0,2.015939025,0,0,3.602326919,0,0,2.801593775,0,0,1.990942568,3.526223339,4.151339955,0,0,10.82457373,0,0,0,0,0,1.318423892,7.285304585,0,0,0,0,0.503568399,0,0,1.117795779,0,0,0,0,9.583989751,0,0
28-Nov-97,100,0,0,13.11103643,0,0,0,0,0,0,0,0,11.59919587,3.229953228,0,0,1.68802859,0.707619375,0,0,1.251032717,0,3.612213859,0,0,0,0,0,0,0.520926297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.510203105,0,12.61777899,0,0,2.011848598,0,0,3.589031659,0,0,2.935262312,0,0,2.160309768,3.402640942,4.198075318,0,0,10.394783,0,0,0,0,0,1.30318729,6.920258303,0,0,0,0,0.53930539,0,0,1.108857452,0,0,0,0,9.588451507,0,0
31-Dec-97,100,0,0,13.16181175,0,0,0,0,0,0,0,0,12.16378209,3.352868908,0,0,1.668159084,0.71619497,0,0,1.299393464,0,3.798120857,0,0,0,0,0,0,0.527598851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.486604023,0,13.00862359,0,0,2.09112634,0,0,3.631726018,0,0,3.006710009,0,0,2.305847101,3.399404852,4.343995461,0,0,9.531553382,0,0,0,0,0,1.267125972,5.970941703,0,0,0,0,0.502550122,0,0,1.117865826,0,0,0,0,9.647995629,0,0
30-Jan-98,100,0,0,13.30011445,0,0,0,0,0,0,0,0,12.14842835,3.219714658,0,0,1.683096416,0.720073812,0,0,1.205837141,0,3.645299041,0,0,0,0,0,0,0.53083581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.460653798,0,13.20271208,0,0,2.089338235,0,0,3.809122588,0,0,3.035466492,0,0,2.315036452,3.436850385,4.406314391,0,0,8.73022541,0,0,0,0,0,1.259384642,6.595590635,0,0,0,0,0.543879653,0,0,1.123307829,0,0,0,0,9.538717724,0,0
27-Feb-98,100,0,0,13.25316791,0,0,0,0,0,0,0,0,12.28475922,3.346228877,0,0,1.618683578,0.695448857,0,0,1.231261468,0,3.619682645,0,0,0,0,0,0,0.521467513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40577746,0,12.97286637,0,0,2.047100245,0,0,3.764086395,0,0,2.987142364,0,0,2.313134209,3.453932891,4.382545175,0,0,9.191658971,0,0,0,0,0,1.243315149,6.52943378,0,0,0,0,0.558246563,0,0,1.09716127,0,0,0,0,9.482899096,0,0
31-Mar-98,100,0,0,12.85801253,0,0,0,0,0,0,0,0,12.27572284,3.330972714,0,0,1.581069006,0.665623822,0,0,1.206288213,0,3.516706401,0,0,0,0,0,0,1.69895813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.259946506,0,12.47604421,0,0,2.038316882,0,0,3.734942015,0,0,2.927143675,0,0,2.250784134,3.385835464,4.717653888,0,0,9.312240602,0,0,0,0,0,1.217491984,6.338302556,0,0,0,0,0.557499706,0,0,1.536413219,0,0,0,0,9.114031497,0,0
30-Apr-98,100,0,0,12.34527757,0,0,0,0,0,0,0,0,11.46156277,3.239732041,0,0,1.525895833,1.08215526,0,0.277258767,1.166957081,0,3.379511447,0,0,0,0,0,0,2.110644784,0,0,0,0,0,0,0,0,0,0,0,0,0.453534154,0,3.080288554,0,12.01261096,0,0,1.958122753,0,0,3.463614107,0,0,2.779737584,0,0,2.152430593,3.659768615,4.499144743,0,0,9.180918871,0,0,0,0,0,1.187542642,8.367380791,0,0,0,0,0.516002508,0,0,1.484739625,0,0,0,0,8.615167939,0,0
29-May-98,100,0,0,12.40928051,0,0,0,0,0,0,0,0,11.26746803,3.245581932,0,0,1.595775252,1.109822944,0,0.27209976,1.194059875,0,3.37494672,0,0,0,0,0,0,2.18977596,0,0,0,0,0,0,0,0,0,0,0,0,0.929843774,0,3.126581053,0,12.16663028,0,0,1.949491819,0,0,3.429873284,0,0,2.819393048,0,0,2.172922176,3.69747107,4.672201774,0,0,8.17755104,0,0,0,0,0,1.224382396,8.281925076,0,0,0,0,0.521979358,0,0,1.531019429,0,0,0,0,8.639923436,0,0
30-Jun-98,100,0,0,12.88164018,0,0,0,0,0,0,0,0,11.22864333,3.214395288,0,0,1.641077758,1.131159454,0,0.256827823,1.227269798,0,3.395692004,0,0,0,0,0,0,2.284066572,0,0,0,0,0,0,0,0,0,0,0,0,0.970488614,0,3.011284538,0,12.52148647,0,0,1.99110647,0,0,3.614955905,0,0,2.848362213,0,0,2.104663713,3.770782264,4.848668827,0,0,7.518036049,0,0,0,0,0,1.198033538,8.476463524,0,0,0,0,0.517268818,0,0,1.043303326,0,0,0,0,8.304323527,0,0
31-Jul-98,100,0,0,13.1113956,0,0,0,0,0,0,0,0,11.55387294,3.163106337,0,0,1.620333977,1.151076409,0,0.259246357,1.197791493,0,3.478866591,0,0,0,0,0,0,2.301599385,0,0,0,0,0,0,0,0,0,0,0,0,0.983620494,0,2.964213628,0,12.55979675,0,0,2.03444228,0,0,3.550047406,0,0,2.833823393,0,0,2.154605981,3.738269236,4.920287018,0,0,7.389933708,0,0,0,0,0,1.161708618,8.554175999,0,0,0,0,0.524169988,0,0,1.069345416,0,0,0,0,7.724271001,0,0
31-Aug-98,100,0,0,13.69079934,0,0,0,0,0,0,0,0,11.33733919,2.71951102,0,0,2.040209803,1.218993912,0,0.116258719,1.302889904,0,2.804119431,0,0,0,0,0,0,3.041469507,0,0,0,0,0,0,0,0,0,0,0,0,1.332753758,0,3.357090714,0,14.44244256,0,0,1.87822177,0,0,3.230486169,0,0,3.163164275,0,0,2.172177589,4.062628544,5.859384502,0,0,3.080123753,0,0,0,0,0,1.290647322,9.623475473,0,0,0,0,0.54484348,0,0,1.059110127,0,0,0,0,6.631859147,0,0
30-Sep-98,100,0,0,14.28221044,0,0,0,0,0,0,0,0,11.02753516,3.166366853,0,0,2.046966803,1.040219325,0,0.213540811,1.175785543,0,2.785154778,0,0,0,0,0,0,2.896649003,0,0,0,0,0,0,0,0,0,0,0,0,1.264358285,0,2.727479069,0,13.68987766,0,0,2.129748561,0,0,3.414606218,0,0,3.219606146,0,0,2.098669145,3.874820307,5.895176067,0,0,2.259291358,0,0,0,0,0,1.338560431,10.05003591,0,0,0,0,0.614604862,0,0,1.075809689,0,0,0,0,7.712927579,0,0
30-Oct-98,100,0,0,14.18599373,0,0,0,0,0,0,0,0,10.69575788,3.468658285,0,0,1.951229495,1.106252543,0,0.208997894,1.277686068,0,3.121643315,0,0,0,0,0,0,2.762950139,0,0,0,0,0,0,0,0,0,0,0,0,1.212157115,0,2.844359097,0,13.36070652,0,0,2.091952417,0,0,3.380108859,0,0,3.266110892,0,0,2.248208095,3.86822739,5.696266227,0,0,2.616709485,0,0,0,0,0,1.314196875,9.896280511,0,0,0,0,0.586055784,0,0,1.088347246,0,0,0,0,7.751144128,0,0
30-Nov-98,100,0,0,14.28018558,0,0,0,0,0,0,0,0,11.1539498,3.578199898,0,0,1.858409453,1.153367207,0,0.271408757,1.273215912,0,3.300583952,0,0,0,0,0,0,2.070473472,0,0,0,0,0,0,0,0,0,0,0,0,1.162166103,0,3.204119172,0,13.08362508,0,0,2.111294539,0,0,3.770669112,0,0,3.218212587,0,0,2.377530462,4.016544305,5.519341109,0,0,2.623319598,0,0,0,0,0,1.285994702,9.952146896,0,0,0,0,0.634793178,0,0,1.130415188,0,0,0,0,6.970033938,0,0
31-Dec-98,100,0,0,14.22623217,0,0,0,0,0,0,0,0,10.29383406,3.482020912,0,0,1.897481856,1.196669808,0,0.237463441,1.283673087,0,2.917902263,0,0,0,0,0,0,2.130173738,0,0,0,0,0,0,0,0,0,0,0,0,1.19536932,0,3.239016595,0,13.63939977,0,0,2.00650387,0,0,3.644843285,0,0,3.286994228,0,0,2.469264246,4.190829726,5.718780923,0,0,2.49039151,0,0,0,0,0,0.423720596,10.5727685,0,0,0,0,0.660169356,0,0,1.118425794,0,0,0,0,7.678070946,0,0
29-Jan-99,100,0,0,13.42010277,0,0,0,0,0,0,0,0,9.33256532,3.277265548,0,0,2.986529953,1.188743868,0,0.24912727,1.303019958,0,2.575217126,0,0,0,0,0,0,2.146710002,0,0,0.591933398,0,0,0,0,0,0,0,0,0,1.19091188,0,3.531668921,0,13.38025523,0,0,1.989913226,0,0,3.714068535,0,0,3.186743541,0,0,2.240315236,5.48455232,5.27234194,0,0,2.603125647,0,0,0,0,0,0.43068678,10.756509,0,0,0,0,0.68246204,0,0,1.140782766,0,0,0,0,7.324447729,0,0
26-Feb-99,100,0,0,13.4629054,0,0,0,0,0,0,0,0,9.798217373,3.396462303,0,0,2.903875573,1.156391794,0,0.244689087,1.280822245,0,2.215755156,0,0,0,0,0,0,2.070299491,0,0,0.754413841,0,0,0,0,0,0,0,0,0,1.191199826,0,3.605968876,0,13.42379717,0,0,2.022088262,0,0,3.719689583,0,0,3.182653876,0,0,2.317011685,5.419420835,5.147864326,0,0,2.354803195,0,0,0,0,0,0.437652137,10.65976406,0,0,0,0,0.669565183,0,0,1.120828269,0,0,0,0,7.443860463,0,0
31-Mar-99,100,0.60257765,0,13.30731692,0,0,0,0,0,0,0,0,10.6960583,3.126143034,0,0,2.814304547,1.680249342,0,0.225101126,1.173504171,0,2.414919905,0,0,0,0,0,0,1.899759585,0,0,0.718136416,0,0,0,0,0,0,0,0,0,1.129099287,0,3.556723085,0,13.20070425,0,0,1.995981509,0,0,3.42386347,0,0,3.140733957,0,0,2.352182544,5.262649074,4.967003181,0,0,2.350015047,0,0,0,0,0,0.450588382,10.22668616,0,0,0,0,0.652744153,0,0,1.060608857,0,0,0,0,7.57234605,0,0
30-Apr-99,100,0.667128372,0,13.18768982,0,0,0,0,0,0,0,0,10.61980352,3.089715879,0,0,2.735455958,1.643319674,0,0.210600153,1.112347754,0,2.652669174,0,0,0,0,0,0,1.823698989,0,0,0.646773332,0,0,0,0,0,0,0,0,0,0.99904997,0,3.441228631,0,13.03464435,0,0,1.931932509,0,0,3.428015267,0,0,3.526349345,0,0,2.364831563,5.10136258,4.618993629,0,0,3.026342283,0,0,0,0,0,0.452473384,9.830618392,0,0,0,0,0.61432097,0,0,1.04634987,0,0,0,0,8.194284632,0,0
28-May-99,100,0.741589395,0,12.49682785,0,0,0,0,0,0,0,0,10.30626459,3.050353033,0,0.488428058,2.790648633,1.940147411,0,0.224891471,1.152474218,0,2.516472049,0,0,0,0,0,0,1.845471351,0,0,1.157722704,0,0,0,0,0,0,0,0,0,1.042589723,0,3.448755018,0,12.73681784,0,0,1.85421912,0,0,3.138670703,0,0,3.434506372,0,0,2.206921321,5.07414077,4.662429353,0,0,3.317316297,0,0,0,0,0,0.45168406,10.44683602,0,0,0,0,0.617018718,0,0,1.075515495,0,0,0,0,7.781288435,0,0
30-Jun-99,100,0.772695449,0,12.3028563,0,0,0,0,0,0,0,0,10.38575727,3.10251826,0,0.470397103,2.667140529,1.899961089,0,0.222780654,1.155817178,0,2.265981655,0,0,0,0,0,0,1.749542538,0,0,1.104180344,0,0,0,0,0,0,0,0,0,1.020139599,0,4.35719273,0,12.39231326,0,0,1.754701224,0,0,3.115213045,0,0,3.331668124,0,0,2.161700418,4.906678121,4.436349403,0,0,4.023473014,0,0,0,0,0,0.914217267,10.22410481,0,0,0,0,0.60305371,0,0,1.025845578,0,0,0,0,7.633721323,0,0
30-Jul-99,100,0.890720778,0,12.11586173,0,0,0,0,0,0,0,0,10.27714176,3.097503415,0,0.475666089,2.669721523,1.934675704,0,0.223207967,1.10176856,0,2.143949,0,0,0,0,0,0,1.784178539,0,0,1.130221005,0,0,0,0,0,0,0,0,0,1.034570248,0,4.294169436,0,12.2902874,0,0,1.832017742,0,0,2.985532553,0,0,3.284537164,0,0,2.192401496,4.939705826,4.490686741,0,0,3.970017242,0,0,0,0,0,0.935965131,10.2205089,0,0,0,0,0.604703545,0,0,1.607803209,0,0,0,0,7.472477301,0,0
31-Aug-99,100,0.827936442,0,12.49073814,0,0,0,0,0,0,0,0,10.13807631,3.094227541,0,0.477580246,2.655958035,1.880601197,0,0.207775628,1.096588838,0,1.700279962,0,0,0,0,0,0,1.783455532,0,0,1.140162164,0,0,0,0,0,0,0,0,0,1.033672251,0,4.973611517,0,12.49699224,0,0,1.805959758,0,0,3.053381253,0,0,3.27721824,0,0,2.084803937,4.917072801,4.482239105,0,0,3.852090655,0,0,0,0,0,0.944773708,10.27703337,0,0,0,0,0.606450365,0,0,1.556585718,0,0,0,0,7.144735056,0,0
30-Sep-99,100,0.898441015,0,12.78444859,0,0,0,0,0,0,0,0,10.62543317,3.165603141,0,0.481174425,2.669271408,1.925884467,0,0.156555682,1.109264261,0,1.423957633,0,0,0,0,0,0,1.720574877,0,0,1.133021383,0,0,0,0,0,0,0,0,0,1.024064157,0,5.014288101,0,12.23890241,0,0,1.881574664,0,0,2.96133564,0,0,3.223443387,0,0,2.108128533,4.91146517,4.490633042,0,0,3.278321779,0,0,0,0,0,0.955448721,10.16004688,0,0,0,0,0.605812749,0,0,1.521544991,0,0,0,0,7.531359722,0,0
29-Oct-99,100,0.889989684,0,12.74299744,0,0,0,0,0,0,0,0,10.88927083,3.368623416,0,0.459892513,2.64354976,1.983213594,0,0.200093756,1.145894738,0,1.648639394,0,0,0,0,0,0,1.70017661,0,0,1.101288097,0,0,0,0,0,0,0,0,0,1.012155544,0,4.975657864,0,12.24822099,0,0,1.914161513,0,0,3.053257319,0,0,3.258513468,0,0,2.112092772,3.73674089,4.356127124,0,0,3.666800467,0,0,0,0,0,0.952337867,10.15330612,0,0,0,0,0.581853031,0,0,1.526304499,0,0,0,0,7.678840695,0,0
30-Nov-99,100,0.916610994,0,12.26193793,0,0,0,0,0,0,0,0,10.87323668,3.441566697,0,0.456171607,2.583225654,2.353964318,0,0.169736613,1.174306102,0,1.759662816,0,0,0,0,0,0,1.685513007,0,0,1.094721979,0,0,0,0,0,0,0,0,0,0.998140121,0,4.973385383,0,12.32146713,0,0,1.861229246,0,0,3.052932263,0,0,3.241052862,0,0,2.212276784,3.138577997,4.279708511,0,0,4.29521426,0,0,0,0,0,0.924546179,10.03598501,0,0,0,0,0.575503905,0,0,2.033751278,0,0,0,0,7.285574674,0,0
31-Dec-99,100,0.920289224,0,12.63531277,0,0,0,0,0,0,0,0,11.49496522,3.493884258,0,0.44712892,2.516765921,2.45383362,0,0.131765476,1.218051644,0,1.683841128,0,0,0,0,0,0,0,0,0,1.074451659,0,0,0,0,0,0,0,0,0,0.98358925,0,4.921560316,0,12.53650278,0,0,1.792071722,0,0,2.914456146,0,0,3.306792014,0,0,2.303565729,3.483959241,4.24346455,0,0,4.734935178,0,0,0,0,0,0.910074234,9.936627471,0,0,0,0,0.568276017,0,0,2.041647098,0,0,0,0,7.252188409,0,0
31-Jan-00,100,0.992758545,0,12.46835587,0,0,0,0,0,0,0,0,11.16126616,3.418031836,0,0.446639694,2.542505416,2.416342304,0,0.157018076,1.19239746,0,1.606275781,0,0,0,0,0,0,0,0,0,0.636667267,0,0,0,0,0,0,0,0,0,1.020489926,0,4.92161574,0,12.26962502,0,0,1.820924992,0,0,3.01272891,0,0,3.299031293,0,0,2.278262248,3.412449955,4.293284919,0,0,4.801126924,0,0,0,0,0,0.938209051,9.401391897,0,0,0,0,0.572736613,0,0,3.587234066,0,0,0,0,7.332630037,0,0
29-Feb-00,100,0.891659207,0,12.53186483,0,0,0,0,0,0,0,0,11.27183581,3.450415694,0,0.434801116,2.438220894,2.295036827,0,0.147843051,1.15973897,0,1.719088493,0,0,0,0,0,0,0,0,0,0.612286857,0,0,0,0,0,0,0,0,0,0.991765291,0,4.764563245,0,12.64740508,0,0,1.811191356,0,0,2.693707841,0,0,3.264965772,0,0,2.317008658,3.318779922,4.193647773,0,0,5.536272238,0,0,0,0,0,0.926099903,9.08954273,0,0,0,0,0.559647695,0,0,3.471535854,0,0,0,0,7.461074901,0,0
31-Mar-00,100,0.909868662,0,12.42434033,0,0,0,0,0,0,0,0,11.47276791,3.308896357,0,0.433885215,2.440864771,2.668547596,0,0.132083456,1.147374147,0,1.797264199,0,0,0,0,0,0,0,0,0,0.610253988,0,0,0,0,0,0,0,0,0,0.984925984,0,4.703152746,0,12.7469372,0,0,1.731889874,0,0,2.711878519,0,0,3.242990813,0,0,2.138228074,2.726326541,4.211680587,0,0,6.274732726,0,0,0,0,0,0.913699615,9.176891851,0,0,0,0,0.567394361,0,0,3.447788994,0,0,0,0,7.075335483,0,0
28-Apr-00,100,0.929095194,0,12.6773976,0,0,0,0,0,0,0,0,10.96711339,3.254962338,0,0.4186703,2.493665652,2.045852447,0,0.13243986,1.137410297,0,1.771531607,0,0,0,0,0,0,0,0,0,0.58719851,0,0,0,0,0,0,0,0,0,0.46869065,0,4.757452439,0,12.72371182,0,0,1.775586859,0,0,2.22573587,0,0,3.245085185,0,0,2.191035,4.089371748,4.183869051,0,0,6.194225877,0,0,0,0,0,1.58792177,9.253660467,0,0,0,0,0.545409284,0,0,3.611236469,0,0,0,0,6.731670315,0,0
31-May-00,100,0.974419192,0,12.15665333,0,0,0,0,0,0,0,0,11.07918958,3.291600474,0,0.431350399,2.545590155,2.030300042,0,0.118310904,1.168990408,0,1.576823184,0,0,0,0,0,0,0,0,0,0.596751117,0,0,0,0,0,0,0,0,0,0.483278228,0,4.786104601,0,12.63485199,0,0,1.748702074,0,0,2.196861824,0,0,3.206653235,0,0,2.105493715,3.952773634,4.157021205,0,0,6.210846141,0,0,0,0,0,1.532865451,9.3490924,0,0,0,0,0.555396561,0,0,3.588920853,0,0.661193623,0,0,6.859965683,0,0
30-Jun-00,100,0.962011292,0,12.2443777,0,0,0,0,0,0,0,0,11.24268166,3.417110792,0,0.420489834,1.810902298,2.057509654,0,0.122223157,1.172252011,0,1.655563876,0,0,0,0,0,0,0,0,0,0.590286233,0,0,0,0,0,0,0,0,0,0.461712037,0,4.740790171,0,12.82180132,0,0,1.628733199,0,0,2.120346329,0,0,3.28399604,0,0,2.172959175,3.938227448,4.1244418,0,0,6.601639138,0,0,0,0,0,1.548237837,9.290973868,0,0,0,0,0.556125839,0,0,3.54358557,0,0.724454249,0,0,6.746567475,0,0
31-Jul-00,100,0.993320729,0,12.08345985,0,0,0,0,0,0,0,0,11.15184265,3.287103524,0,0.424104314,1.778918056,2.08982714,0,0.126121825,0.647492637,0,1.955300493,0,0,0,0,0,0,0,0,0,0.576119615,0,0,0,0,0,0,0,0,0,0.451307312,0,4.653923282,0,12.47276318,0,0,1.617879199,0,0,2.248426966,0,0,3.212856475,0,0,2.186114179,3.757505367,4.089966746,0,0,6.627689743,0,0,0,0,0,1.547138558,9.085238016,0,0,0,0,0.546770879,0,0,4.878513773,0,0.722026512,0,0,6.788268973,0,0
31-Aug-00,100,0.86581922,0,11.72647974,0,0,0,0,0,0,0,0,11.29685649,3.255475498,0,0.419585897,1.732842176,2.036930374,0,0.126211465,0.634373319,0,1.616535043,0,0,0,0,0,0,0,0,0,0.566149267,0,0,0,0,0,0,0,0,0,0.442162283,0,4.590374959,0,12.63966529,0,0,1.597232973,0,0,2.130494648,0,0,3.178791649,0,0,2.211026748,3.884242653,4.095707945,0,0,8.134602504,0,0,0,0,0,1.530237495,8.316355573,0,0,0,0,0.543373283,0,0,4.798577604,0,0.774409635,0,0,6.855486275,0,0
29-Sep-00,100,0.883986199,0,11.86778441,0,0,0,0,0,0,0,0,11.36539659,3.13888243,0,0.428147157,1.770441003,2.029404015,0,0.126534183,0.637333311,0,1.746266654,0,0,0,0,0,0,0,0,0,0.583864059,0,0,0,0,0,0,0,0,0,0.452684234,0,4.623223626,0,12.61700536,0,0,1.605069387,0,0,2.360582081,0,0,3.090642931,0,0,1.936905342,3.789795447,4.174866454,0,0,7.61184452,0,0,0,0,0,1.541004301,8.439296023,0,0,0,0,0.557077417,0,0,5.139421673,0,0.752485665,0,0,6.730055527,0,0
31-Oct-00,100,0.910719132,0,11.75249769,0,0,0,0,0,0,0,0,11.16943917,3.228325071,0,0.423866211,1.852350654,2.039672897,0,0.104803465,0.674044296,0,1.761255508,0,0,0,0,0,0,0,0,0,0.611310363,0,0,0,0,0,0,0,0,0,0.473573652,0,4.754813441,0,12.94768714,0,0,1.564952082,0,0,2.249806864,0,0,3.208457657,0,0,1.921181787,3.559242934,3.566541364,0,0,7.629216879,0,0,0,0,0,1.586413491,8.58001612,0,0,0,0,0.558778041,0,0,5.260544101,0,0.736606662,0,0,6.873883322,0,0
30-Nov-00,100,0.928948956,0,11.62105408,0,0,0,0,0,0,0,0,11.11719267,3.149481308,0,0.440312024,1.91092361,2.069554733,0,0.10007665,0.687573502,0,1.733764669,0,0,0,0,0,0,0,0,0,0.621656908,0,0,0,0,0,0,0,0,0,0.481862377,0,4.820424654,0,13.18915331,0,0,1.588974804,0,0,2.294855771,0,0,3.23012369,0,0,1.979049664,3.690592838,3.628106448,0,0,7.438309851,0,0,0,0,0,1.562817462,8.702557017,0,0,0,0,0.578221702,0,0,4.769366694,0,0.699177358,0,0,6.96586725,0,0
29-Dec-00,100,0.894274636,0,11.92703708,0,0,0,0,0,0,0,0,11.42454844,3.255005442,0,0.442984173,1.844489044,2.140408167,0,0.089601381,0.680214845,0,1.746726327,0,0,0,0,0,0,0,0,0,0.611154003,0,0,0,0,0,0,0,0,0,0.470504561,0,4.786017351,0,13.06729454,0,0,1.448931472,0,0,2.485030855,0,0,3.173825248,0,0,2.065863926,3.778974808,3.684404202,0,0,7.301473322,0,0,0,0,0,1.531130871,8.650281608,0,0,0,0,0.572369289,0,0,4.750507457,0,0.715131319,0,0,6.46181563,0,0
31-Jan-01,100,0.885881703,0,12.06020804,0,0,0,0,0,0,0,0,11.5742015,3.129598127,0,0.433878761,1.815669977,2.15109434,0,0.075796552,0.61639859,0,1.913545943,0,0,0,0,0,0,0,0,0,0.601796775,0,0,0,0,0,0,0,0,0,0.46028202,0,4.675434336,0,12.75830294,0,0,1.460074605,0,0,2.438873128,0,0,3.160613786,0,0,2.031135648,3.769953624,3.643983552,0,0,7.712342504,0,0,0,0,0,1.56395279,8.317178115,0,0,0,0,0.559422593,0,0,4.812716851,0,0.712972561,0,0,6.664690637,0,0
28-Feb-01,100,0.824491909,0,11.78818769,0,0,0,0,0,0,0,0,11.38482818,3.069359373,0,0.451446538,1.811830972,2.235991451,0,0.076726077,0.637737197,0,1.916706756,0,0,0,0,0,0,0,0,0,0.618865657,0,0,0,0,0,0,0,0,0,0.472397473,0,4.778565343,0,12.8607021,0,0,1.469319509,0,0,2.532600124,0,0,3.389179242,0,0,2.152767178,3.830421955,3.718873598,0,0,7.674277623,0,0,0,0,0,1.60852833,8.251369492,0,0,0,0,0.574063254,0,0,4.354234658,0,0.710935904,0,0,6.805592413,0,0
30-Mar-01,100,0.829022035,0,11.24411806,0,0,0,0,0,0,0,0,11.24237933,3.162609694,0,0.461074623,1.890609308,2.274375788,0,0.103864004,0.645561685,0,1.84465542,0,0,0,0,0,0,0,0,0,0.633220286,0,0,0,0,0,0,0,0,0,0.4849572,0,4.868862266,0,12.82494618,0,0,1.496297308,0,0,2.697033985,0,0,3.439558406,0,0,2.133124022,3.933778209,3.829405749,0,0,7.737830935,0,0,0,0,0,1.654164405,8.41879121,0,0,0,0,0.585894874,0,0,4.207245247,0,0.679425329,0,0,6.677194446,0,0
30-Apr-01,100,0.853916977,0,10.89357659,0,0,0,0,0,0,0,0,10.94402687,3.192719916,0,0.448626223,1.910910359,3.168244576,0,0.109359812,0.657551778,0,1.754384577,0,0,0,0,0,0,0,0,0,0.607479254,0,0,0,0,0,0,0,0,0,0.457518331,0,4.23420473,0,13.07975413,0,0,1.472337706,0,0,2.7215602,0,0,3.58835341,0,0,1.920364919,3.829044928,3.28123372,0,0,8.114177882,0,0,0,0,0,1.678040881,8.380229736,0,0,0,0,0.578848325,0,0,4.630832529,0,0.682101437,0,0,6.810600199,0,0
31-May-01,100,0.851717535,0,10.55421825,0,0,0,0,0,0,0,0,10.34062727,3.194508285,0,0.431169652,1.847512614,3.326122048,0,0.104834795,0.64211758,0,1.739390857,0,0,0,0,0,0,0,0,0,0.586240325,0,0,0,0,0,0,0,0,0,1.593893098,0,4.583530375,0,12.82659807,0,0,1.470266366,0,0,2.682461696,0,0,3.50269729,0,0,1.90009099,3.882308202,3.146786196,0,0,8.216039922,0,0,0,0,0,1.591328125,8.135922129,0,0,0,0,0.546564768,0,0,4.59680135,0,0.730068149,0.432677254,0,6.543506813,0,0
29-Jun-01,100,0.810902678,0,9.580341653,0,0,0,0,0,0,0,0,10.29907247,3.227735224,0,0.426211611,2.63446261,3.823644299,0,0.109253294,0.630752408,0,1.778686296,0,0,0,0,0,0,0,0,0,0.573861947,0,0,0,0,0,0,0,0,0,1.564638639,0,4.491821836,0,12.73860548,0,0,1.356869464,0,0,2.730587995,0,0.391178324,3.465821524,0,0,2.080031772,3.83614438,3.097571705,0,0,8.448284221,0,0,0,0,0,1.588141089,7.979600007,0,0,0,0,0.541879103,0,0,4.364055123,0,0.734253051,0.430085281,0,6.265506514,0,0
